code,name,year,HA_score,LO_score,I_score,E_score,HALO_score
34,神州数码,2024,34.723226945224106,44.09101118080246,60.83822834379853,46.7242,44.425049012869
35,中国天楹,2022,64.84466178612422,49.68223084439211,21.35406117075147,32.4475125,47.599975904831005
35,中国天楹,2023,68.73125186878478,46.01207523976713,40.18634798460603,49.54045,53.15147908491437
35,中国天楹,2024,64.95654773961438,49.79552271911601,25.2700695429073,60.7145,51.28868856913709
36,华联控股,2022,43.44647318112985,37.25487544227736,38.15745054351496,45.9998,40.476942126895516
36,华联控股,2023,47.4541122910578,19.27595348683133,36.15387212207144,34.311675,34.01746494667548
36,华联控股,2024,49.63588838411605,33.86971895557507,35.844980082371215,34.9998,39.89593858536614
37,深南电A,2022,37.304802415193336,46.10725914101448,35.69306596448586,24.274675,38.76030223756991
37,深南电A,2023,44.09078194778013,44.63847034819794,39.018297211531966,0.0,38.858897745898716
37,深南电A,2024,44.07583166951204,44.3999719232916,44.20700830463844,0.0,39.80793291840896
39,中集集团,2022,43.72329446260984,59.37656039086098,54.93383296198771,56.1174375,52.683459541112335
39,中集集团,2023,48.771665846812695,60.031184271787055,49.49868341097832,84.3059875,56.41133297370558
39,中集集团,2024,40.69465744572085,59.946140988921606,46.559989197218286,66.504975,51.18677479156851
42,中洲控股,2022,34.466178612421274,12.128724653396237,40.297751671055295,32.992125,27.666978977247187
42,中洲控股,2023,32.53373457951136,16.664117905232665,36.76152859361285,11.0460625,25.676160338382974
42,中洲控股,2024,32.65526587381965,32.81618940707657,35.07528188508541,11.1913375,31.049199475330756
45,深纺织A,2022,54.66352228555997,52.13328469710754,53.55310242387415,35.6753625,51.65703917870846
45,深纺织A,2023,47.31618391735873,45.6205983639224,60.98507865775437,47.6612,49.49100952999927
45,深纺织A,2024,40.838855290951706,51.393245793764805,64.47066369590169,24.18785,47.594153118831116
48,京基智农,2022,75.97634962431397,51.94822070654931,53.25771386131929,28.3654875,58.261691138066
48,京基智农,2023,58.10353308834168,34.320818215015386,68.41199108770509,43.9796,50.428881173715986
48,京基智农,2024,57.88844198809765,42.91842016892414,50.10802781716292,47.1923,50.023237318390215
49,德赛电池,2022,48.58165263269577,50.422164434780136,53.29991222739855,35.2371375,48.83503216909628
49,德赛电池,2023,55.423092874986736,52.95331439131304,52.41374653973398,36.1658625,52.031078101151714
49,德赛电池,2024,50.23100591259392,56.714804878549984,39.72047802309095,23.84,47.759129381518555
50,深天马A,2022,54.47302680440213,61.52686769471338,49.74174599959489,48.3757,55.3858822746094
50,深天马A,2023,67.71029254318702,61.72902830743556,64.80487475524949,60.1738125,64.2821184987678
50,深天马A,2024,59.57637663126827,66.12585761120395,46.71865505367632,69.56355,60.295867995600545
55,方大集团,2022,47.83317418520983,50.541527597729605,46.41989062183512,46.8085,48.395973748395825
55,方大集团,2023,45.64946902398797,53.90140066302058,43.90149213422456,35.4688125,47.169984067297904
55,方大集团,2024,58.56940304985676,52.85708082999128,66.670042535953,35.9146875,55.924746615137416
56,皇庭国际,2022,35.821348997366826,54.669277676224624,57.24630342313145,11.343625,44.255342520383294
56,皇庭国际,2023,34.57083056029785,38.53711805685586,66.88778610492201,0.0,38.9653392369882
56,皇庭国际,2024,36.52883474637576,40.79714403988199,52.62473837013032,10.7584625,38.66488649921627
58,深赛格,2022,42.59189598464462,43.4916033807728,20.192762136250085,33.788250000000005,37.546602205146115
58,深赛格,2023,47.86307474174601,45.890597360883376,31.36351360475322,11.5239,40.23887795687092
58,深赛格,2024,49.77767489414239,41.84416623079608,34.79339679967592,33.6107625,42.38740000366364
59,华锦股份,2022,30.87666502695873,59.541891899598575,57.150091148470736,47.8178,47.8582931539892
59,华锦股份,2023,31.36761287460093,59.07850355076324,54.80048612517724,48.6668,47.482917973912905
59,华锦股份,2024,31.84602177917957,53.97845150939449,43.84072648707043,85.16690000000001,47.323400948415006
60,中金岭南,2022,53.04840996556614,53.59093474759453,68.69050030382823,48.21425,55.883295710371875
60,中金岭南,2023,49.89245444987799,56.89613080132079,74.04969279589494,35.7417,55.76011339709856
60,中金岭南,2024,47.30846764470423,58.33874979471383,52.21963405576936,71.82854999999999,54.60330791495019
61,农产品,2022,57.03868746202148,41.02422500814621,59.77482951860104,47.8078,51.05776526827889
61,农产品,2023,57.00975143956711,56.80833080549717,60.87029910201877,35.4153375,55.55192235617625
61,农产品,2024,62.17097331134196,69.36138730222551,55.1127540341638,47.6316,61.82203702158137
62,深圳华强,2022,23.09287498673766,53.18791536952656,53.03997029235028,36.601575,40.96642818316253
62,深圳华强,2023,21.137764402905177,52.06164673422033,51.16973870771724,47.96125,40.64986663953738
62,深圳华强,2024,21.190813777404824,52.496713343146304,59.20768347849571,24.5003,40.08220118789203
63,中兴通讯,2022,38.30936466140031,75.26488618672857,61.77840794004456,71.42295,59.24896438485402
63,中兴通讯,2023,34.85150997810508,73.93487464227478,58.79076362163257,69.07169999999999,56.740557341459464
63,中兴通讯,2024,37.50012056676022,81.03166962934344,62.5514820066167,81.15555,62.111977969959625
65,北方国际,2022,46.16742382592089,42.97764761086936,64.84032138275606,47.09795,48.8786342794278
65,北方国际,2023,39.0617012452135,36.62403407438597,66.94517588278981,48.6664,44.74568253841777
65,北方国际,2024,40.21431947297857,39.512735390084494,56.29768415366957,71.1606,46.28006603280599
66,中国长城,2022,57.48719581006394,60.15402175031272,56.123826885423,33.6129,55.76048152321643
66,中国长城,2023,46.58892521967264,67.41318097953206,56.59307271622443,34.0663125,54.62598296296652
66,中国长城,2024,39.47548636631076,52.081881205382444,45.52866113024104,31.444725,44.29528337614083
68,华控赛格,2022,31.647327758326337,36.27192508922562,60.65424346769293,18.88295,37.79088219018177
68,华控赛格,2023,30.74355932366869,34.639469194952426,51.89823285250361,0.0,33.263706552018114
68,华控赛格,2024,31.980092016551403,38.650889441628905,57.96029977719263,11.6653375,37.47943721580163
69,华侨城A,2022,42.381145287768746,8.118346766445228,66.00330835190061,43.85165,35.26064888935501
69,华侨城A,2023,54.65966414923271,10.254609283119391,36.79697522111944,33.9472125,33.47411199554712
69,华侨城A,2024,39.760506187486136,17.389435329645554,43.5031395584363,55.3085,34.233957442683355
70,ST 特信,2024,32.528911909102305,57.94875243216365,37.80129633380596,36.0317625,42.83061803620427
70,特发信息,2022,53.35657860470499,46.61336002456561,67.76382418472757,48.2861,53.37085335719022
70,特发信息,2023,48.78613385803988,49.84322204269387,55.6123826885423,59.0685,51.54960110296527
78,海王生物,2022,28.9504904655806,29.350847260790896,52.00189048680035,34.0600125,34.2118475515901
78,海王生物,2023,22.10905022328964,35.356186157770765,33.7316859091216,0.0,26.85916991519546
78,海王生物,2024,21.35092643498558,40.65274501685951,27.00189048680035,0.0,27.10166310550585
88,盐田港,2022,78.70887467808674,43.73028568773599,59.91155222469786,48.1749,59.65350657297753
88,盐田港,2023,75.23655198356434,50.47375404926322,73.77793531834448,48.50065,63.604259175158546
88,盐田港,2024,72.99593931151558,36.54232950853596,50.60259266761192,60.6258125,54.521493870540425
89,深圳机场,2022,79.44867231883637,49.70358696718863,50.9249881844575,35.906775,58.97896588700025
89,深圳机场,2023,66.22105192086963,48.79572171506361,63.87144689757612,48.50065,57.88022515209185
89,深圳机场,2024,62.96864299700029,47.029454472172446,64.49598271554926,56.8758125,57.08611190732031
90,天健集团,2022,34.85054544402327,40.1875672874428,53.35561407062319,43.1567,41.250132270137755
90,天健集团,2023,28.52127279917436,40.35661886607785,48.88258726622105,33.9513375,37.278913286082485
90,天健集团,2024,31.6434696219991,43.28650679899929,64.72554182702046,22.397325,41.410332612753535
96,广聚能源,2022,25.091389604251667,46.78784407475236,51.82803321855378,36.500062500000006,39.17334468136217
96,广聚能源,2023,19.03411557047368,47.19361850332279,53.43157112956587,24.3334,36.29936115174194
96,广聚能源,2024,21.408798479894283,46.51041267202956,48.14158395786916,24.077425,35.807783194747174
99,中信海直,2022,63.58498027527801,35.933300715952456,60.77408682735804,36.3754875,50.62376446240227
99,中信海直,2023,58.43243921023949,40.22400426872365,62.55823374518938,48.50065,51.891466966674976
99,中信海直,2024,51.457893264658495,47.47425598800823,64.09594220511781,48.50065,52.295505679456916
100,TCL科技,2022,66.9637431638647,62.90045870839147,53.51090405779488,39.8824,60.14289146684863
100,TCL科技,2023,66.38164684549129,57.25135775829153,63.59631355073932,65.887575,62.57957182147185
100,TCL科技,2024,62.883763997800855,58.982839633501946,42.23718857605834,74.4764125,58.54839023616765
151,中成股份,2022,21.75795981751015,34.33174351248888,47.40226858416042,34.8229125,32.59414113233174
151,中成股份,2023,23.53656066437108,42.90602648938123,61.57247991357775,56.76525,41.24592648652886
151,中成股份,2024,25.49842298677624,51.2219464304586,48.29687394504084,58.7996875,42.39147283504036
153,丰原药业,2022,39.27582781137571,31.421421093010988,48.64796435082034,31.1847375,37.592103736699414
153,丰原药业,2023,40.6338917985667,33.993786651320605,37.14300182296941,36.3751875,37.18580657205444
153,丰原药业,2024,43.573791679929016,37.4549855965922,47.27398555127945,24.250125,40.23988165703832
155,川能动力,2022,73.34702971729506,44.21483312222676,41.06069812976842,47.78075,54.13686661978632
155,川能动力,2023,76.01782458983189,40.17337663784684,41.84558773884275,24.03125,51.43916297745611
155,川能动力,2024,77.78195742546563,43.34067401490881,58.65572885017892,47.71655,58.89572177416684
156,华数传媒,2022,61.99542810845221,61.417007634524246,57.00324083451488,48.5252,59.447520676944734
156,华数传媒,2023,62.12853381174224,64.84792950285758,67.27601107285126,49.0006,62.79702437468018
156,华数传媒,2024,59.94386411643856,68.53585300034692,60.40780500979002,72.585975,64.30805949283291
157,中联重科,2022,48.32605110101566,53.15180972289531,45.77341165350078,46.47505,49.319438619069
157,中联重科,2023,46.19635984837524,56.52515308849828,34.779893322530555,45.16505,47.42501319241184
157,中联重科,2024,53.329089383373365,52.67379205300058,28.564917966376346,46.10395,47.42438709600614
158,常山北明,2022,45.25497458452694,50.65511257062193,57.263182769563166,36.75045,48.69621205821473
158,常山北明,2023,36.90500303828235,47.58894331359269,58.94605360880427,12.25015,42.58710694491711
158,常山北明,2024,45.12379794940054,48.20656208707176,48.23442036324353,0.0,42.312510085414004
159,国际实业,2022,34.30944182412686,29.90084239593954,53.85017892107217,22.63585,35.50722026123767
159,国际实业,2023,32.180715105568254,34.98703649569488,67.98663155762608,0.0,37.10603937196731
159,国际实业,2024,38.31418733180937,43.57590976207795,50.08439673215853,59.6869375,44.64710707929227
301,东方盛虹,2022,74.60478215997765,40.13939192328856,68.36641685233948,48.268,58.66054429961107
301,东方盛虹,2023,73.67593583919287,44.9190441536019,75.34447150530247,60.83350000000001,62.66048729853867
301,东方盛虹,2024,68.58657175651302,47.61426063464421,66.76456687597057,60.7185,60.09505471209914
333,美的集团,2022,30.504354871379384,61.58854949952096,38.8613192897171,61.595937500000005,46.164374137758536
333,美的集团,2023,30.01919422822806,68.80740140602263,39.07906285868611,60.416625,48.44678354372496
333,美的集团,2024,30.718481437541595,69.93179334568278,37.53966646411451,68.57820000000001,49.59334946695144
338,潍柴动力,2022,40.1911706550151,67.92246691136714,53.77928566605901,56.682375,54.26386778144558
338,潍柴动力,2023,37.64865881535924,69.50698871440501,56.34325838903519,79.706725,56.74380081322453
338,潍柴动力,2024,38.19072696933747,65.70663962617414,48.926473566943486,78.6818375,54.01755677181775
400,许继电气,2022,28.017786008468608,75.65920571726322,64.93990952670313,48.4596,54.12088900934676
400,许继电气,2023,28.81256209188151,66.79128832156455,72.793869421376,72.06869999999999,55.22699152898132
400,许继电气,2024,31.70230620098961,66.68171160165167,66.01849976368915,70.839675,54.72207368366227
401,冀东水泥,2022,51.47525487813112,32.69500903548288,54.80048612517723,29.7918,43.398869594800345
401,冀东水泥,2023,55.5918863393038,33.64358956249883,48.00148538248599,45.3608,45.36879364212812
401,冀东水泥,2024,53.20273541865602,39.48584610874523,46.35912497468098,36.1530375,45.328132279526635
402,金融街,2022,42.38355662297328,8.190622534076738,43.31113434333118,57.807625,32.14395207363374
402,金融街,2023,41.01488276088235,10.443239530282243,44.40150278329834,58.2245625,32.713099608567276
402,金融街,2024,39.32116091322087,15.894935864302152,48.09950117869112,58.2673125,34.772265357871284
403,派林生物,2022,54.15569509148605,43.48256677753873,59.7022483289447,46.62525,50.77636631994761
403,派林生物,2023,53.671498982416544,44.42804386116149,50.49287691580582,45.3253,48.96594537841347
403,派林生物,2024,60.78783143802385,38.84305652715852,58.69792721625819,58.02575,52.41297123106547
404,长虹华意,2022,33.08930621063496,54.36110233563388,54.86462764161772,36.3753375,45.218102269517644
404,长虹华意,2023,32.93015808713601,52.87452945908007,42.368847478225646,60.162125,44.52162263682076
404,长虹华意,2024,33.71818243197623,54.52933743167696,43.69893997704408,57.750625,45.40148244768743
407,胜利股份,2022,51.20373853410111,49.55066135342933,41.21767605158329,22.377625,45.74533767095231
407,胜利股份,2023,48.726332744967536,51.89989001120792,47.56768617919114,0.0,44.73271520049964
407,胜利股份,2024,48.422504509196834,55.2650274231826,46.362500843967325,0.0,45.56313634512626
408,藏格矿业,2022,34.738659490533095,20.12161723604003,60.65761933697927,47.92365,36.12498572169645
408,藏格矿业,2023,45.05917416591915,20.70967537870795,68.72932280062116,47.85935,41.550896900743716
408,藏格矿业,2024,43.26321170558561,23.43505487777116,41.12146377692256,71.59859999999999,38.728546059559385
409,云鼎科技,2022,42.00208339361672,37.159546112296375,38.24353521031666,48.3757,40.19284736913292
409,云鼎科技,2023,40.15017795653809,39.39671932870964,29.091553575045573,35.481825,37.20790726484582
409,云鼎科技,2024,36.32242445286805,42.81239763474187,44.03315103639187,35.980574999999995,40.10187543794184
410,*ST 沈机,2022,48.78324025579444,22.268523444647823,62.82492741881035,46.52275,42.085377778916865
410,沈阳机床,2023,42.92176664062425,23.26604486052867,51.99513874822767,35.5837125,37.12313302504905
410,沈阳机床,2024,54.54633139461983,33.15920953006924,58.51394234015258,47.44605,47.144332791671694
411,英特集团,2022,28.241557915448944,56.34823223965505,56.80406454662076,36.3751875,44.604758213610545
411,英特集团,2023,28.255061392594307,56.10956048567154,55.93140233610154,47.33075,45.44697312461335
411,英特集团,2024,31.068607309239272,56.27962601772375,68.34278576733509,36.000225,47.84046131790407
415,渤海租赁,2022,79.32521195636448,33.561652758815235,46.6195720006958,34.037737500000006,52.238090800452056
415,渤海租赁,2023,77.70286563075707,26.61832823729221,52.44500475322202,11.620325,48.16345130446165
415,渤海租赁,2024,77.82921959547441,27.842300550726037,47.37383529701437,12.09555,47.66935411057303
417,合百集团,2024,35.62795991396356,62.865561667055935,43.93693876173114,35.8745625,46.84757655570305
417,合肥百货,2022,42.9097099646016,53.98513378623109,22.01910742016069,46.739,42.99091679682357
417,合肥百货,2023,44.1380441177889,65.93741536609684,40.93241509688745,35.50035,50.2629288387375
419,通程控股,2022,36.48446617861242,43.2704024460477,49.4598609141854,46.56895,42.46307120146812
419,通程控股,2023,33.75001205667601,45.69431844415598,49.248869083789074,46.6672,42.32200949204901
419,通程控股,2024,34.212988415945674,47.38138080404756,49.77550469245831,35.0004,42.01317016548929
420,吉林化纤,2022,67.9707167452762,30.250499258938685,55.4402133549389,36.344325,49.099900772462995
420,吉林化纤,2023,68.62274178458095,38.23489221154032,55.922962662885695,0.0,48.58476443121958
420,吉林化纤,2024,65.70454392005942,43.85133067761095,44.42643980825062,12.05005,48.43484907083476
421,南京公用,2022,58.85586967215486,32.45747765383062,69.45851056647086,35.18625,49.36999867738909
421,南京公用,2023,62.56932588713022,32.05298671334321,48.64121261224765,0.0,42.846051932615225
421,南京公用,2024,59.23444929926599,46.44326803778351,70.28728647626764,33.1248375,54.357142113220846
422,湖北宜化,2022,47.94313107053637,42.294126780360855,44.31166025251503,33.852825,43.830654798317035
422,湖北宜化,2023,50.28743115637992,46.84836208828752,37.9481466477618,23.9327,43.98042696518596
422,湖北宜化,2024,59.94386411643855,51.97371612720304,39.78461953953144,57.889625,52.91703949318084
423,东阿阿胶,2022,40.79400445614746,51.515818652711054,64.19553034906488,58.233,50.97084415791345
423,东阿阿胶,2023,37.25609344406185,56.91891533496918,61.74296131253798,70.75057500000001,52.38490283516845
423,东阿阿胶,2024,35.57201693721848,66.41916452623688,62.42657484302208,82.746475,56.45687598081379
425,徐工机械,2022,51.430886310367775,52.25178258800421,60.64749172912025,32.7324375,51.691676210254236
425,徐工机械,2023,48.31447669203392,49.92435674764134,51.66936736209574,69.749475,51.69241267630549
425,徐工机械,2024,42.560066359944834,64.8348568908619,52.63655391263251,82.767825,56.39231642030885
426,兴业矿业,2022,68.4713099337365,52.287253827083255,48.44203632435352,22.9227,54.24617458115762
426,兴业银锡,2023,61.08008526481284,35.88641671847565,65.8547701033016,35.0984625,50.619075964811294
426,兴业银锡,2024,56.74354003298706,33.45427460042859,57.44041590709608,35.4511125,46.602429553114696
428,华天酒店,2022,72.3824956354833,30.63991960479871,31.196408075079333,22.7474,44.57186694911457
428,华天酒店,2023,50.79043568004475,31.889472485530508,44.60367294578354,0.0,37.858702447108044
428,华天酒店,2024,65.32499975886648,34.961058167799905,38.797177773276616,0.0,42.85955582898856
429,粤高速A,2022,59.0073015229993,49.30225541534284,46.66464114509486,36.3754875,50.87882190743873
429,粤高速A,2023,60.18789123913694,46.64233164009328,51.08027817162919,44.6585,52.07248364205641
429,粤高速A,2024,62.33976677565902,56.67298956394878,43.63142259131726,58.7508125,56.25583048712618
498,山东路桥,2022,33.39892165089653,56.70512468811698,49.61852677064344,33.766949999999994,44.83681657278342
498,山东路桥,2023,39.1841970736036,55.10681187537789,59.54864627641618,34.99995,48.41157738742676
498,山东路桥,2024,33.25038340229752,56.32454340238516,52.813787050165416,23.4888,44.26286179167202
501,武商集团,2022,80.66880793232828,47.65518003018311,50.55026669367363,35.426662500000006,58.56611537561371
501,武商集团,2023,75.99853390819565,51.3767700626654,54.51860103976775,23.6669,57.851766597754924
501,武商集团,2024,66.67052480299391,60.589450846862526,49.31301060022956,11.6050875,55.56410234749566
503,国新健康,2022,36.93683266298215,29.810064002303843,49.05982040375397,49.0006,38.073437913600884
503,国新健康,2023,37.96213239194808,37.51264469228383,48.14495982715549,35.9041125,39.63557519491226
503,国新健康,2024,49.17194749076458,40.42420246091004,59.03720207953548,36.75045,46.84113789899321
505,京粮控股,2022,29.95167684250123,26.146372314572965,48.87921139693471,35.657137500000005,32.97587323436291
505,京粮控股,2023,31.48239243033653,28.039944994111327,39.92809398420093,36.7504875,32.49348564539694
505,京粮控股,2024,28.99775263558938,34.71724089657508,38.9710350415232,24.25035,32.5194897445622
506,*ST 中润,2024,64.15791351987423,32.15359939982746,19.25595840929039,0.0,37.56022120375366
506,中润资源,2022,55.24079593352431,29.03664392810353,29.282290189723856,11.1824,36.47180198951451
506,中润资源,2023,47.85728753725514,29.078984940110143,23.13483221929647,0.0,31.55466181093714
507,珠海港,2022,65.3925171445933,44.34438656038718,52.24832894470326,54.032,54.260782085683815
507,珠海港,2023,59.70755326639468,46.93644773736924,46.797987981905344,69.5403,53.639027947698445
507,珠海港,2024,59.24505917416592,52.31097287767851,43.42549456485045,72.750975,55.00480763111564
509,华塑控股,2022,41.25987441766255,31.811772341783744,39.227601107285125,33.5535,36.775946587263235
509,华塑控股,2023,45.54819294539772,33.1865981986454,61.73958544325164,33.9854625,43.30364023906542
509,华塑控股,2024,43.768627564455,43.11250796903562,59.22118695564108,36.172125,45.86984732784993
510,新金路,2022,41.22804479296276,56.553203269882665,31.32806697724664,36.500062500000006,44.13905646744523
510,新金路,2023,32.85974709916375,49.58131848219732,27.037337114306936,12.1667,35.47851037633776
510,新金路,2024,45.454150872421074,36.020232765337994,36.621430018229695,11.8608875,37.026409026861614
513,丽珠集团,2022,42.90247595898801,77.78976687824597,56.25886165687664,72.482625,60.74231982440722
513,丽珠集团,2023,41.57141892608776,78.79262643938758,48.77793531834448,72.150375,59.09804044158526
513,丽珠集团,2024,38.24377634383711,77.94762297421552,40.64377827290527,68.3286,55.62860541589947
514,渝开发,2022,37.77067237670843,15.181110562476633,39.88589561812167,34.249875,29.935290652339106
514,渝开发,2023,61.87100321189849,19.18309268672653,56.39389642833029,22.330325,41.88074535018482
514,渝开发,2024,45.37264774250797,14.947609913096136,40.837890756869896,59.91100000000001,35.270768330835416
516,国际医学,2022,66.65026958727587,41.63377183638276,55.63432583890352,34.700362500000004,52.49631591606123
516,国际医学,2023,74.5290662345554,43.87112351380165,74.96624130713658,11.6563125,57.59894592335228
516,国际医学,2024,68.89184679340646,45.07569547515192,54.258659104719456,60.6253125,56.80290286493932
517,荣安地产,2022,31.51132845279088,12.2435825613919,61.64514485074498,46.56455,32.299702825112966
517,荣安地产,2023,26.884458462339765,17.798892169877732,48.137575838425846,23.175025,27.584190388961293
517,荣安地产,2024,18.27984991849687,24.007401802120768,49.59851025735637,33.9999,28.120230153687444
519,中兵红箭,2022,41.92829653635812,39.32433441724722,48.15508743501452,35.4787875,41.61731707076478
519,中兵红箭,2023,47.49751632473934,40.292413453513845,44.234015258929176,11.96145,40.76942347417445
519,中兵红箭,2024,59.69404978924931,43.30683762031146,38.18276956316252,24.0837,46.09523450597877
520,凤凰航运,2023,44.33480907047851,28.73662589624161,60.42637229086489,0.0,37.66027669652502
520,凤凰航运,2024,41.18367622519942,31.784822995197143,44.686381743298895,0.0,34.47625107579857
520,长航凤凰,2022,43.84482575691812,36.27653565713415,52.196002970764965,35.5818,42.03985708907128
521,长虹美菱,2022,36.61082014332976,52.00574290262785,26.659239754236715,45.0759,40.855235016932504
